Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2/24/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Grenada,GRD,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,2599999.905,5199999.809,5099999.905,4300000.191,5162962.914,6025926.113,6888888.836,7296296.12,7518518.448,111111.1119,25925.92593,22222.22222,18518.51852,18518.51852,18518.51852,25925.92593,,822222.2222,892592.5926,940740.7407,1214814.815,1214814.815,1214814.815,1214814.815,1214814.815,26056915.16,26736259.04,32032317.22,37104023.35,35945329.11,36089233.05,37982149.46,39391619.24,41539921.76,43759149.7,47650085.51,47840931.26,52198995.46,54506715.37,55659995.93,49669769.26,50335138.52,51691057.41,50866235.56,51846078.15,
Greenland,GRL,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,8000000,7199999.809,8100000.381,11399999.62,7099999.905,3200000.048,3200000.048,7199999.809,6000000,6000000,7500000,5500000,9300000.191,13500000,19200000,19700000,8600000,10600000,7800000,12700000,20500000,33300000,26900000,55600000,32488093.31,81922957.21,86086000,33700000,42100000,45500000,16900000,26473340,21976600,20762470,26790600,27905200,27745530,26125590,22906100,18786480,18333870,18910290,18007690,18664570,19967930,23852430,28297060,34242900,
Guam,GUM,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,426666.677,,,,,,,,,,,2720000,9050000,8550000,8970000,23300000,17900000,21600000,27200000,27400000,24100000,53100000,50400000,80627000,54806000,48429000,61144000,72154442.74,85624875.03,128119878.6,138270000,183688021.2,122837355.3,122229530.3,131992083.3,151564738.6,139331508.2,142391133.7,149060525.5,130319223.2,196704925.7,169184475.6,181335058.7,,
High income,HIC,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,1064267249,3668658365,4412519745,5879168898,6637234341,10499153722,11311656187,14335303893,18855869895,21778313674,24388153457,27630013998,28480964569,28092250581,28022280864,28533046925,34619539336,40750003190,45528709014,50140261894,60208321060,65981778417,72685795978,76090834943,80473288048,89473971808,91287492306,90272652327,92607999934,1.05206E+11,1.06282E+11,1.14016E+11,1.21618E+11,1.33568E+11,1.50014E+11,1.64641E+11,1.88082E+11,2.28118E+11,2.78295E+11,2.63803E+11,2.66523E+11,3.04236E+11,3.03037E+11,3.29121E+11,3.40869E+11,3.15721E+11,3.20926E+11,3.38571E+11,3.66615E+11,3.72239E+11,3.61375E+11,3.93662E+11,4.06586E+11,4.38994E+11,4.63371E+11,
"Hong Kong SAR, China",HKG,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175202272.3,167069717.5,225384932.7,308510999.7,298887656.5,317206835.8,320620656.1,348086664.4,376550918.4,387625008.9,393106655.3,413326243.8,482936786.2,554344973.7,607118505.2,656398055.2,711498699.1,758670560.6,816526002.6,875473343.8,933973045.8,997216059.3,908545967.4,905015571,901370910.1,966748038.7,1087260114,
Honduras,HND,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8100000,9500000,500000,600000,9400000,11500000,10900000,12004818.71,16634547,483545.7722,2121696.767,2487220,36950000,27187940.39,27285337.55,32975283.77,36431743.42,40938147.39,42100000,41100000,41100000,261148690.3,288137023,329933337.2,291710443.5,343863185.3,338519060.9,339201014.5,346096593,
Heavily indebted poor countries (HIPC),HPC,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,5400000.095,3279988.05,7940000.057,97286626.11,393371823.3,509435947.1,610664138.5,851763713.6,1209196248,1536069625,1183308824,1061603674,1035450622,943112149.6,968346006.6,1274828960,1349685726,1313196936,1125176169,1184989540,1148112628,1203277973,1092413192,833772927.9,829682522.1,931925386.7,962093220.1,974050004.8,1260401816,1347597978,1278051004,1496566370,1541239762,1594752312,1749465457,1923692100,2177658921,2740534531,3389954907,4021905059,4631107979,4881458800,5515231576,5095570452,7541124337,6452893092,6335777921,7219876247,6877179655,6742277437,6922766119,9140823949,9370825252,8642415517,
Croatia,HRV,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14678982.04,37422012.7,35479433.54,43294100.49,64996306.21,70878588.59,87132886.65,109470730.8,116977781,197045573.2,262222957,345284588.7,392883995.4,350236765.7,332843888.3,363441737.2,247440156.4,267520779.6,297766316.3,274057132.6,276588135.2,358823848.5,454431958.3,567530149.6,636431618.1,781830977.1,937682353.2,1290461558,1966100773,
Haiti,HTI,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,5400000.095,3279988.05,7940000.057,10399991.04,39380001.07,44840000.15,44099998.47,47279998.78,50680000.31,54340000.15,61840000.15,47340000.15,43479999.54,45000000,47240001.68,53400001.53,56919998.17,60680000.31,63459999.08,,,,,,,,,,,11000000,19340000,22000000,31350000,38520000,59686000,75515000,96408000,117080211.7,134824003.8,166978561.7,240237393.5,231924077.2,247694320.7,248597074.4,247297661.3,266340122.3,297710340.4,309403439.1,284975298.6,549483207.2,678498745.9,725386292.4,677234284.4,770001370.6,
Hungary,HUN,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125795058,79687942.91,72976531.1,59806975.39,80264886.42,301289544.4,314975099.9,391634248.2,483626364.3,581761711.5,697440225.3,797907342.1,999774697.2,959015086.8,785591829,687927213.7,688517320.9,643493594,684010468.1,667640135.4,536900622,580163914.4,673858022.2,812603150.3,1019271488,930288532.1,992001955.5,1074581931,1365372069,1204209377,
IBRD only,IBD,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,249599899.3,296861066.9,294714313.5,438144946.1,580590981.5,862643775,930684012.4,1134463662,1420375795,1511150627,2048282421,1981627343,1896390084,1919384448,1855456932,1761085713,1921570395,2009225600,2087664158,2151888468,2251540937,1810842452,1959336744,2239352440,2607814535,2919136494,2911194761,2972680534,2840600154,3359982139,4328863644,4730850084,7991398347,10694525042,13697030714,14863285151,17410174019,19700383786,24353549696,27430498519,28444751097,30640660065,35921101577,39711560566,44088089192,40070683062,40624732389,54063578018,55844407063,58278515807,55611736370,62739480473,69521694225,71749956280,72288103947,
IDA & IBRD total,IBT,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,337149899.3,382657536,388459518.6,553116051.4,819028091.8,1422582344,1666793006,3130268087,3984046948,4518176966,5955759840,5980056500,6000806657,5923910964,4899409044,4336737106,4270342581,4432599633,4568961324,4578762104,5099609858,4570882803,4955071501,4911762083,5152881814,6700140536,7145573331,7748698559,8456001316,6496040998,8249964243,9858099175,17142254500,20400434125,27920506842,33017730241,41815142161,54239583112,71297568989,65959103277,71292528359,79040119522,91664832730,1.04713E+11,1.0368E+11,89673828346,85635752094,1.05223E+11,1.12512E+11,1.16047E+11,1.0457E+11,1.12709E+11,1.16071E+11,1.23461E+11,1.18657E+11,
IDA total,IDA,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,5442016.53,3328816.142,8154453.993,97428899.14,399194822.8,552060459.3,901495616.2,1224949096,1754566994,2277342039,1888289515,1722175250,1643284512,1453221663,1386824522,1570037055,1518314149,1501665973,1297163878,1433587623,1445669848,1474576327,1334783472,1087665056,1188375699,1332105094,1349733654,1374316371,1603608764,1661236336,1800138392,2148789701,2331837294,2754275266,3216571572,3835151889,4559175305,5567549332,6203731779,7385529474,8089510945,8585988639,10021769186,9970473361,12701725527,11069174371,10636253125,11477175159,11086128490,10614191185,10359526849,13790644648,13180210362,12499846242,
IDA blend,IDB,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,197495248.3,337552869.5,653998544.9,868083386.1,1234097166,1666704913,1331891769,1156919032,1066334234,927307126.9,858723368.3,880893317,845733268.5,907239828.2,714434777.2,756008929,732174506.3,772530001.3,663878379.9,530181222.9,588701385.7,680549648.5,687425570.5,723797284.6,682556804.9,510460738.8,529440677.2,803448039,943693362.5,936648875.7,1241330312,1441923374,1665545816,1955097166,1994778749,1837447381,2162139944,2132003274,2341930217,2382705082,2897711686,2891619908,2378291836,2158203662,2077248840,2104127654,2508680383,3129253107,3518916992,3846000638,
Indonesia,IDN,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,913221515.6,1178915745,1359066196,1654250000,1971467530,2701592136,2839937799,3163740018,3633613325,3951108963,4119081644,4605139443,5150593775,5177356262,5148052051,5070875384,4546939546,4343383214,7947567826,9780345275,11128256369,
IDA only,IDX,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,5442016.53,3328816.142,8154453.993,97428899.14,201699574.5,214507589.8,247497071.4,356865710.4,520469827.8,610637125.9,556397745.7,565256218.2,576950278,525914536.3,528101153.6,689143738.5,672580880.3,594426144.5,582729100.8,677578693.8,713495341.3,702046325.8,670905091.7,557483833.5,599674313.6,651555445.6,662308083.7,650519085.9,921051958.7,1150775597,1270697715,1345341662,1388143931,1817626390,1975241260,2393228515,2893629489,3612452166,4208953030,5548082093,5927371001,6453985365,7679838969,7587768279,9804013841,8177554463,8257961289,9318971497,9008879650,8510063531,7850846466,10661391542,9661293370,8653845604,
Isle of Man,IMN,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,9138853.073,11641249.66,57404830.93,10211729.05,29241802.22,15402512.55,13516844.75,39727378.85,27499765.4,30896383.29,42055763.24,65468292.24,93125846.86,98650077.82,105592307.8,51584170.43,67776932.45,259423927.2,350832857.5,419173566.7,537989269.7,161582930.3,44157098.01,36167394.58,486141918.9,751084697.3,1186800148,1265419810,1652783174,1348282858,1561865362,2059330846,3812363581,2889988305,3828678498,4077745356,4963082154,6431771261,6221785953,4882832496,5622636935,6958929628,6781570847,7531590150,7010825359,8181397793,10088812317,12359065330,12072300700,
Not classified,INX,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,87452072.14,61831905.36,92841346.74,195164474.5,152347991.9,127232048,165348129.3,167839157.1,177219314.6,159769455,161722656.3,173176376.3,179248428.3,169957229.6,166191528.3,120483360.3,180892623.9,273767791.7,587765564,787950378.4,997123779.3,1440042290,1853312505,2519896789,2672746705,2550787027,2266001455,2194956464,954420592.6,1940376867,1973319813,1571260600,1560607324,1621118022,2289104123,756609825.5,2135083229,2112665543,2400590814,2761798459,2689700000,
"Iran, Islamic Rep.",IRN,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,IRQ,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82500000,781300000,17300000,31400000,26700000,48400000,78000000,548000000,484000000,599300000,539300000,349600000,396200000,499700000,664300000,580700000,852400000,633000000,867400000,735700000,
Iceland,ISL,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,900000,1800000,1900000,2000000,1800000,2400000,1700000,1400000,1200000,2200000,4600000,7800000,9000000,11713797.06,14966202,12560952.43,10409042.53,7365355.907,21258501.6,15566966.39,19908502.21,16114051.12,13944927.5,23395768.89,14299693.1,20675058.81,19336937.51,28352889.12,136198503.1,209364924,375700442.9,264080873.7,80737072.44,74562371.74,85919236.2,90299285.54,97108688.53,102734904.1,139136974.3,246667889.4,500908460.1,533018197.1,448688542.7,322048165.3,375515540,456959477.4,568699167.1,644142774.1,
Israel,ISR,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,11000000,11000000,6000000,6000000,9000000,20000000,14000000,8000000,18000000,15000000,31000000,38100000,452600000,511500000,499100000,410100000,552800000,751300000,749000000,731000000,850000000,795000000,1116700000,907600000,919200000,480800000,484300000,675700000,1057500000,1110700000,1033600000,461100000,296000000,343700000,336100000,412700000,476000000,680300000,896400000,816000000,994500000,1173700000,1185600000,1636600000,1750600000,1799300000,1927500000,2549400000,2464100000,2556900000,2196400000,2940700000,3600600000,2727600000,1373100000,
Italy,ITA,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,105599998.5,108243904.1,126869934.1,175003219.6,198391204.8,247421447.8,208277267.5,242560730,304236908,350365570.1,427576019.3,446069335.9,517390380.9,502223754.9,499334411.6,605836547.9,795286804.2,1287891724,1924740234,2700931641,3668683915,2574479989,2444044325,2297129121,2113071417,1689112684,1975768211,2028259000,2262866024,1920713139,1945137504,1897127489,2062457960,2513531860,2688635651,2587678870,2463936257,2870256849,14445399896,14402098597,12882879136,14509942723,11821288114,11565682552,11135811956,8860397467,8677587199,8841573148,9906851588,9577332781,10194686591,12102994290,11587287040,12226625081,12361405831,
Jamaica,JAM,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,40900001.53,34900001.53,34599998.47,37799999.24,35200000.76,35000000,32200000.76,36500000,38900001.53,57799999.24,41500000,40200000.76,23200000.76,24100000.38,10800000,11200000,11500000,13700000,32100000,50100000,70100000,83600000,105100000,119500000,152000000,179400000,242300000,322200000,390894011.1,368741514.4,357926850.1,396182577.6,364617028.7,268997711.4,279309926.9,305485140.4,333540513.2,297425707.5,275081798.3,287140244.5,298112484.9,313969243.5,309110662.7,324882512,306275537.9,346664665.4,363448201.4,344458793.9,312990456.3,
Jordan,JOR,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,20482955.93,45614696.5,65464447.02,79917823.79,154422592.2,157463592.5,176992584.2,200530715.9,253816772.5,235973663.3,246961517.3,184380325.3,154724105.8,91060104.37,70515837.57,61105331.17,86057651.38,78073089.42,93023018.9,107062199.9,99858956.28,200000000,207052186.2,203949224.3,197461213,193234922.6,193935169,226939351.2,272073342.7,349224259.5,401551481,479266734.7,471779167.7,502253521.1,605211267.6,549859154.9,684788732.4,534929577.5,675211267.6,596760563.4,570000000,672816901.4,637183098.6,574788732.4,393098591.5,531971831,522253521.1,543521126.8,576901408.5,
Japan,JPN,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,130000000,160000000,200000000,220000000,240000000,330000000,320000000,290000000,,,,,,,1298408203,1371243774,1574901367,1582775146,1820253784,3035564721,3118271084,2913909321,3032998092,2530781278,2345078421,2678810110,1504285472,1212182603,1149537317,3332164589,3639371943,4548088347,3932046367,4365714733,4536170392,4042571071,2872330560,4214761758,4000341421,5066869685,5282863264,6150517743,6827885453,8245330486,6133593630,4529698513,5935032314,6071789021,
Kazakhstan,KAZ,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6600000,19200000,24100000,35900000,60500000,121441940,203146500,364817563.1,650850447,1219483643,1893131775,2958485460,4212277482,3461671985,2934061284,3005774880,3409435907,3432439705,3386493735,3457352394,3181475768,2396148204,2690697275,2680081028,2660169694,2175506673,2591298520,2754164514,2808548036,2696742659,
Kenya,KEN,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,5719583.035,17449199.68,12807251.93,22770250.32,18460775.38,13476748.47,13484390.26,10895115.85,11418684.01,6799004.555,5537935.257,6656090.26,9116051.674,7663223.743,2916519.403,6371437.341,3439016.233,6983926.622,,7136412.071,8749785.306,8754288.142,45864899.24,70600678.85,26039933.42,,5091442.628,5714347.998,6584529.538,34022964.82,56408976.7,25399012.36,16364507.59,64495401.13,60803848.02,19103878.46,25857336.91,14509118.4,16198367.01,170953254,35050867.92,17907896.66,20214354.79,10730012.94,2563928.552,8394378.967,8973960.16,11426138.36,39864778.34,4935594.893,
Kyrgyz Republic,KGZ,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1654000,3706000,9817000,7780000,14000000,15311636.18,11888972,11170043.84,13344072.8,14369923.28,18427293.36,29582512.39,53275426.02,68113502.61,90495432.38,100559428.3,107496106.5,167720003.6,227621484.5,285908187.8,389512595.9,453942296,362554963,377876057.5,476119256,560492155.3,573920041.4,505591108.5,584525311.9,1223920041,,,
Cambodia,KHM,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14100000,14900000,38400000,52000000,77200000,38800000,41900000,54202170,59617900,52346450,69656040,56198080,56246790,128490500,120240500,118396500,170627500,159287131.9,163000010,192436819.1,265124288.4,297255644.8,359610112.1,314340835.2,356857492,324477386,309802626.8,279024939.9,226459074.7,259244148.8,302336225.9,430153652.2,375772691.4,
Kiribati,KIR,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,4876816.75,2732724.667,1723712.802,1724377.871,1531510.83,1491857.29,1047562.838,1336921.453,1190326.095,1484481.335,1423378.706,1327029.509,1557928.656,1615688.828,1224023.501,731127.3191,,,,,,,,,,,,92348.25962,545132.7702,634659.1661,556991.4562,1030968.417,1200629.113,1216064.729,1284359.112,1250194.732,1027820.66,1035283.885,1071188.736,1079297.75,1029772.431,1056088.028,1198951.33,1612317.121,1542579.765,1055952.75,
St. Kitts and Nevis,KNA,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,1700000.048,2000000,500000,588888.8836,629629.612,1048148.155,1925925.97,2177777.767,2403703.69,7644444.466,6348148.148,,,4003703.704,2574074.074,911111.1111,1677777.778,2518518.519,3166666.667,2333333.333,7292592.593,8033333.333,7761377.778,7321751.852,7671122.222,9562997.579,8658340.485,9698846.699,10750563.88,9993318.129,10037685.85,11989084.65,12230992.45,14793350.5,16007746.3,19657404.44,24507970.37,27522306.67,24186570,25297852.22,22009007.04,20099498.89,25947957.04,25341408.52,27690991.85,
"Korea, Rep.",KOR,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,1000000,2000000,3000000,4000000,57700000.76,33299999.24,26799999.24,21399999.62,36599998.47,27000000,36500000,33900001.53,154800003.1,821400024.4,1008900000,1247900000,1366700000,1137400000,1299100000,1989100000,2785400000,2722300000,1634700000,2502400000,3640400000,4486500000,5862200000,6806100000,6930900000,6898800000,7462800000,8019300000,7884600000,7491900000,9544200000,9979800000,9756100000,9402600000,9977600000,8719500000,10784300000,12888000000,13530600000,11231600000,9684000000,10338900000,8568600000,9705200000,10228700000,
Kuwait,KWT,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,275831329.3,314651031.5,369897338.9,432644287.1,531903198.2,691830505.4,688701965.3,875270507.8,864563232.4,962636474.6,1044045288,1083984131,1101688110,1179087891,1283275757,769617444.7,425653800,828721745,1229133716,1330547313,1353670917,1376046147,1374655024,1611126869,1731191226,1734302377,1784912694,1925543132,2143876846,2404479131,2647602740,3183238048,9763770985,10322571366,11749212892,11864003973,13012206030,15459199374,17711480681,18128476350,15202536401,15287570250,13760108803,14346861711,18855161641,17357178323,18468103780,17744092399,12679515247,14168984683,
Latin America & Caribbean (excluding high income),LAC,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,13000000,18438740.26,18479927.78,22245560.17,24831670.77,164378101.4,240666842.7,283075359.6,324359996.3,262100002.5,441505900.4,452982195.6,469768320.6,288129999.8,353342964.5,401605927.4,398283123.9,369587776.8,433074448,459837037.7,284133603.3,395104020.5,393299556.5,600922906.8,740727135.5,807356382.5,913836924.5,934712644.8,1029048447,1108627940,1426530328,1340343635,1217441587,1264175206,1370626127,1481296714,1720229823,1958367038,2496880482,2519389980,3706631585,4154778517,4042162598,4765825769,5185055823,5040700214,5152870485,7011938606,7381142665,7538705257,6405695322,7506218917,8464047997,8833422878,8932861261,
Lao PDR,LAO,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000,200000,500000,400000,400000,400000,400000,400000,440000,463050,486202.5,996715.125,800000,840000,5410944,6000000,9360745.82,22370007.92,19314932.66,75643119.06,70175689.28,68704000.84,54165306.36,43338071.87,39476133.67,103058585.6,123785020.6,106033680.9,96284527.79,126894380.2,148056417.4,129466534.8,141320000,
Lebanon,LBN,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2520630000,4081075682,4232697026,4011675055,3445148822,2961900000,4365960000,5749154020,4390475745,4377027028,4698442227,4949422789,4288964955,3674947485,4170870500,4452964985,5007029017,4335489409,2757782884,1928784937,1736872524,1775193554,,
Liberia,LBR,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,34999988.56,31999990.46,32999992.37,74999977.11,125999961.9,120899963.4,102399971,136199966.4,125899963.4,,,,,,,,,,,,,,,,,176171.4053,193788.5467,213167.2915,255220.2574,480663.4,1008165.606,300506670.2,306604494.2,434537277.8,394922690.7,364440780.6,339788070.6,357014804.5,315532437.8,339065011.9,251179523.8,128381953.6,138278535.6,132684572.8,139109826.4,150809859.1,
Libya,LBY,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,839720214.8,931934021,831613464.4,1052184448,1530813477,1574718018,2031730835,1240318481,858967834.5,489860687.3,466285003.7,496909698.5,471626220.7,445657364.3,408936302.2,394241440.9,323947593.8,282746809.7,221932618.1,271520290,192029739.4,207881338.7,213017908.8,463000000,683000000,786000000,676000000,975000000,914000000,945000000,762200000,964200000,1361000000,1609000000,650000000,1971000000,3199300000,1119700000,839800000,755800000,680200000,744200000,1082300000,923600000,900400000,2519400000,4819400000,,
St. Lucia,LCA,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,500000,1049999.952,1600000.024,1600000.024,3951851.845,3285185.099,4151851.654,3377777.815,4459259.259,1759259.259,,3037037.037,1851851.852,1888888.889,5811111.111,2266666.667,2329629.63,2592592.593,2592592.593,2777777.778,2777777.778,2777777.778,2777777.778,14849628.29,15424976.84,16027014.56,16902751.34,16368012.89,16737684.87,17057090.08,16436231.91,16620417.02,17431302.84,18735427.64,21837280.01,20922398.08,15898611.91,17119542.22,19634858.89,14417590.74,13150697.04,13752714.44,15740166.67,
Latin America & Caribbean,LCN,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,100550000,98793192.84,108896316.7,129062211.5,161270004.3,320526611.1,445313525.1,556300360.4,750618330.8,697808337.2,1042322566,1046308863,1297076653,629693888.7,721647596.1,752277545,698051644.6,716891481.3,781050283.8,964537910.2,1073742863,1180838643,1338991887,1430904789,1457134462,1150296897,1371643258,1339272274,1513878410,1586237735,2092839318,2091364936,1994880681,1918024465,2082421848,2282716941,2770848194,3536887638,4316514876,4216811478,5787316615,6753421907,7071111390,8267273332,8084826133,8007827364,8548985305,10682413103,11132662291,11255989985,9622020165,10874834907,11911176444,12392959747,11528328920,
Least developed countries: UN classification,LDC,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,5400000.095,3279988.05,7940000.057,97286626.11,201596158,214153203.8,242402538.6,351194387.8,500150818.7,598170643.3,540635262.4,537622202.6,546096294.6,492029318.2,577477072.3,753690726.7,720354706.5,636635492.8,656993733.8,799564049.2,800301807.6,779621696.1,736510470.1,641771866.7,715650986.5,681856512.5,694693427.6,718682123.8,1037732262,1251119298,1134573072,1162174005,1128412457,1338307446,1458661377,1756008608,2261818444,2897323786,3617656796,4369158079,4881808614,6641273693,7930864784,8025002823,6486042638,5924427843,5671024100,6402072324,5869569668,5771910318,5198304072,7319960778,7289060866,6362053373,
Low income,LIC,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,56446843.63,106293321.6,108540791.5,142506889.1,161117488.5,226647875.7,330629005.7,306935211.7,315450812.7,345939085.5,306229304.8,334922441.7,454709117.3,447232946.9,332502422,319966794.9,470940055.5,481538338.6,455585688.5,429948295.3,313106963.1,244252117.9,235792516.9,239821844,241205501.6,550772155.2,741536361.8,649907989.6,662130655,552397945.5,625022258.4,662335630.9,877001353,1190724398,1601093849,2214379598,3054248931,3034012919,2911423330,3451825727,3068478129,3228450494,2704773678,2669734007,3385714158,3194015480,3171740212,2556801891,4352911558,3804825767,3068467479,
Liechtenstein,LIE,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12638366.86,12364707.58,13253602.08,13356026.39,13507477.26,14033983.32,188270000,203680000,223690000,229550000,249350000,274200000,304550000,372900000,420300000,526140000,580970000,680120989.5,854400005.9,887060001.1,896280000.2,895080001,944429998,962280000,1090540000,1042200001,343600000,364930002.3,185243267.5,166050273.6,
